id,title,url,date_iso,year,abstract,source,doi,notes
521,"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,6/29/2022,2022,The International Space Station (ISS) is a unique and complex built environment with the ISS surface microbiome originating from crew and cargo or from life support recirculation in an almost entirely closed system. The Microbial Tracking 1 (MT-1) ...,html/json-ld,10.1186/s40168-022-01293-0,
522,Draft Genome Sequences of Two Fusarium oxysporum Isolates Cultured from Infected Zinnia hybrida Plants Grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,5/17/2018,2018,"Here, we present the whole-genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants that were grown onboard the International Space Station (ISS).",html/json-ld,10.1128/genomeA.00326-18,
523,Metabolomic Analysis of Aspergillus niger Isolated From the International Space Station Reveals Enhanced Production Levels of the Antioxidant Pyranonigrin A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,5/21/2020,2020,"Secondary metabolite (SM) production in Aspergillus niger JSC-093350089, isolated from the International Space Station (ISS), is reported, along with a comparison to the experimentally established strain ATCC 1015. The analysis revealed enhanced ...",html/json-ld,10.3389/fmicb.2020.00931,
524,Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,11/23/2018,2018,"The antimicrobial resistance (AMR) phenotypic properties, multiple drug resistance (MDR) gene profiles, and genes related to potential virulence and pathogenic properties of five Enterobacter bugandensis strains isolated from the International Space ...",html/json-ld,10.1186/s12866-018-1325-2,
525,Correction to: Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,12/4/2018,2018,,html/json-ld,10.1186/s40168-018-0609-y,
526,"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,12/12/2018,2018,"The first global genomic, proteomic, and secondary metabolomic characterization of the filamentous fungus Aspergillus nidulans following growth onboard the International Space Station (ISS) is reported. The investigation included the A. nidulans ...",html/json-ld,10.1007/s00253-018-9525-0,
527,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,1/3/2019,2019,The on-going Microbial Observatory Experiments on the International Space Station (ISS) revealed the presence of various microorganisms that may be affected by the distinct environment of the ISS. The low-nutrient environment combined with enhanced ...,html/json-ld,10.1016/j.fgb.2019.01.001,
528,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,3/19/2019,2019,"This is the first study to isolate and characterize F. oxysporum isolates from a built environment, as well as one that has been exposed to space. The characterization and analysis of these two genomes may have important implications for the ...",html/json-ld,10.1128/mSystems.00345-18,
529,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,4/8/2019,2019,"The International Space Station (ISS) is a closed system inhabited by microorganisms originating from life support systems, cargo, and crew that are exposed to unique selective pressures such as microgravity. To date, mandatory microbial monitoring ...",html/json-ld,10.1186/s40168-019-0666-x,
530,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,5/15/2019,2019,"Filamentous fungi have been associated with extreme habitats, including nuclear power plant accident sites and the International Space Station (ISS). Due to their immense adaptation and phenotypic plasticity capacities, fungi may thrive in what ...",html/json-ld,10.3389/fmicb.2019.01013,
531,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,10/16/2019,2019,Ribosomally synthesized and post-translationally modified peptides (RiPPs) are an important class of natural products that contain antibiotics and a variety of other bioactive compounds. The existing methods for discovery of RiPPs by combining ...,html/json-ld,10.1016/j.cels.2019.09.004,
532,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,6/18/2020,2020,The draft genome sequences of three Sphingomonas strains isolated from the International Space Station (ISS) were assembled. These genomic sequences will help in understanding the influence of microgravity conditions on their potential bioactive ...,html/json-ld,10.1128/MRA.00578-20,
533,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,6/25/2020,2020,The draft genome sequences of six eukaryotic microbial strains belonging to the class Tremellomycetes isolated from the International Space Station were assembled. Further characterization of these sequences will aid in the understanding of the ...,html/json-ld,10.1128/MRA.00504-20,
534,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,7/30/2020,2020,"The whole-genome sequences (WGS) of 28 isolates from the International Space Station were generated and identified as Rhodotorula mucilaginosa, a pigmented yeast that has been classified as an emerging human pathogen in recent times. These WGS ...",html/json-ld,10.1128/MRA.00570-20,
535,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,9/10/2020,2020,"The whole-genome sequences of 26 strains isolated from the International Space Station were generated, and the strains were identified as being members of the order Enterobacteriales. Characterization of these whole-genome sequences might enable the ...",html/json-ld,10.1128/MRA.00817-20,
536,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,9/24/2020,2020,"Nineteen strains from the order Lactobacillales were isolated from the International Space Station and commercial resupply vehicle, and whole-genome sequences (WGS) were generated. WGS would permit the characterization of these potentially ...",html/json-ld,10.1128/MRA.00942-20,
537,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,10/15/2020,2020,"Isolated across four locations aboard the International Space Station (ISS), 10 bacterial strains were compared using whole-genome sequencing analysis and were phylogenetically identified as Klebsiella. The whole-genome sequences will aid in ...",html/json-ld,10.1128/MRA.00923-20,
538,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,10/29/2020,2020,"The draft genome sequences of 29 bacterial isolates belonging to the family Bacillaceae were collected from the International Space Station, assembled, and identified. Further analysis of these sequences will enable us to understand their roles for ...",html/json-ld,10.1128/MRA.00701-20,
539,Assessing the Risk of Transfer of Microorganisms at the International Space Station Due to Cargo Delivery by Commercial Resupply Vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,11/6/2020,2020,"With increasing numbers of interplanetary missions, there is a need to establish robust protocols to ensure the protection of extraterrestrial planets being visited from contamination by terrestrial life forms. The current study is the first report ...",html/json-ld,10.3389/fmicb.2020.566412,
540,"Methylobacterium ajmalii sp. nov., Isolated From the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,3/15/2021,2021,"Four strains belonging to the family of Methylobacteriaceae were isolated from different locations on the International Space Station (ISS) across two consecutive flights. Of these, three were identified as Gram-negative, rod-shaped, ...",html/json-ld,10.3389/fmicb.2021.639396,
541,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,4/1/2021,2021,The draft whole-genome sequences (WGS) of 30 fungal strains isolated from the International Space Station and belonging to the Penicillium and Aspergillus genera were assembled. The WGS will allow for detailed genomic characterization to determine ...,html/json-ld,10.1128/MRA.01398-20,
542,MHC Diversity Across Time and Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,4/28/2025,2025,Most natural populations are genetically diverse. Understanding how diversity is maintained and distributed across time and space can provide insights into the potential for evolution and extinction of populations. Immunogenetic diversity aids ...,html/json-ld,10.1002/ece3.71371,
543,Effects of Simulated Microgravity on the Proteome and Secretome of the Polyextremotolerant Black Fungus Knufia chersonesos,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,3/18/2021,2021,"Black fungi are a group of melanotic microfungi characterized by remarkable polyextremotolerance. Due to a broad ecological plasticity and adaptations at the cellular level, it is predicted that they may survive in a variety of extreme environments, ...",html/json-ld,10.3389/fgene.2021.638708,
544,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,4/29/2021,2021,Whole-genome sequences were generated from 96 bacterial strains of 14 species that were isolated from International Space Station surfaces during the Microbial Tracking 2 study. Continued characterization of this closed habitat's microbiome enables ...,html/json-ld,10.1128/MRA.00214-21,
545,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,6/17/2021,2021,"Healthy plants are vital for successful, long-duration missions in space, as they provide the crew with life support, food production, and psychological benefits. The microorganisms that associate with plant tissues play a critical role in improving ...",html/json-ld,10.1038/s41526-021-00151-x,
546,Molecular Mechanism of Microgravity-Induced Intestinal Flora Dysbiosis on the Abnormalities of Liver and Brain Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,3/27/2025,2025,"Space flight has many adverse effects on the physiological functions of astronauts. Certain similarities have been observed in some physiological processes of rodents and astronauts in space, although there are also differences. These similarities ...",html/json-ld,10.3390/ijms26073094,
547,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,1/12/2022,2022,"In an ongoing microbial tracking investigation of the International Space Station (ISS), several Sphingomonas strains were isolated. Based on the 16S rRNA gene sequence, phylogenetic analysis identified the ISS strains as Sphingomonas sanguinis ...",html/json-ld,10.1128/spectrum.01994-21,
548,"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,2/8/2022,2022,Multiple strains of a novel yeast belonging to genus Naganishia were isolated from environmental surfaces aboard the International Space Station (ISS). These strains exhibited a phenotype similar to Titan cell (~10 µm diameter) morphology when grown ...,html/json-ld,10.3390/jof8020165,
549,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,7/6/2022,2022,"Recent studies have provided insights into the persistence and succession of microbes aboard the International Space Station (ISS), notably the dominance of Klebsiella pneumoniae. However, the interactions between the various microbes aboard the ISS ...",html/json-ld,10.1186/s40168-022-01279-y,
550,"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,8/25/2022,2022,"The use of film media involves considerably less preparation, waste, and incubator space than conventional agar-media-based assays and has proven in past studies to provide counts of cultivable microbes similar to those of traditional agar media. ...",html/json-ld,10.3390/microorganisms10091714,
551,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,12/12/2022,2022,"Monitoring the adaptation of microorganisms to the extreme environment of the International Space Station (ISS) is crucial to understanding microbial evolution and infection prevention. Acinetobacter pittii is an opportunistic nosocomial pathogen, ...",html/json-ld,10.1186/s40168-022-01358-0,
552,Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,6/1/2023,2023,"Several investigations on the microbial diversity and functional properties of the International Space Station (ISS) environment were carried out to understand the influence of spaceflight conditions on the microbial population. However, ...",html/json-ld,10.1186/s40168-023-01545-7,
553,Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,6/15/2023,2023,"A single strain from the family Paenibacillaceae was isolated from the wall behind the Waste Hygiene Compartment aboard the International Space Station (ISS) in April 2018, as part of the Microbial Tracking mission series. This strain was identified ...",html/json-ld,10.3389/fmicb.2023.1166013,
554,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,11/15/2023,2023,"Klebsiella species, such as Klebsiella pneumoniae, Klebsiella aerogenes, and Klebsiella quasipneumoniae, are opportunistic pathogens that commonly cause infections in humans. Hypervirulent Klebsiella pneumoniae (hvKP) is a subgroup of K. pneumoniae, ...",html/json-ld,10.1128/spectrum.01897-23,
555,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,11/6/2023,2023,"With the advent of long-term human habitation in space and on the moon, understanding how the built environment microbiome of space habitats differs from Earth habitats, and how microbes survive, proliferate and spread in space conditions, is ...",html/json-ld,10.1038/s41598-023-44172-w,
556,"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,3/23/2024,2024,"The International Space Station (ISS) stands as a testament to human achievement in space exploration. Despite its highly controlled environment, characterised by microgravity, increased CO2 levels, and elevated solar radiation, microorganisms ...",html/json-ld,10.1186/s40168-024-01777-1,
557,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,11/6/2023,2023,"With the advent of long-term human habitation in space and on the moon, understanding how the built environment microbiome of space habitats differs from Earth habitats, and how microbes survive, proliferate and spread in space conditions, is ...",html/json-ld,10.1038/s41598-023-44172-w,
558,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,10/4/2024,2024,The extreme environment of the International Space Station (ISS) puts selective pressure on microorganisms unintentionally introduced during its 20+ years of service as a low-orbit science platform and human habitat. Such pressure leads to the ...,html/json-ld,10.1186/s40168-024-01916-8,
559,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,7/13/2015,2015,We have demonstrated that spatial regulation of the same product from two distinct genes generates metabolite diversity.,html/json-ld,10.1039/c5sc01058f,
560,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,4/26/2019,2019,"This review covers advances made in genome mining SMs produced by Aspergillus nidulans, Aspergillus fumigatus, Aspergillus niger, and Aspergillus terreus in the past six years (2012–2018). Genetic identification and molecular characterization of SM ...",html/json-ld,10.1039/c9md00054b,
561,Cortical Thinning and Structural Bone Changes in Non-human Primates Following Single Fraction Whole Chest Radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,5/8/2018,2018,"Stereotactic body radiation therapy (SBRT) is associated with an increased risk of vertebral compression fracture (1–5). While bone is typically considered radiation-resistant, fractures frequently occur within the first year of SBRT (6–11). Our ...",html/json-ld,10.1667/RR15007.1,
562,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,3/29/2019,2019,"Kwok, A. T., Moore, J. E., Rosas, S., Kerr, B. A., Andrews, R. N., Nguyen, C. M., Lee, J., Furdui, C. M., Collins, B. E., Munley, M. T. and Willey, J. S. Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation ...",html/json-ld,10.1667/RR15216.1,
563,THE INDIVIDUAL AND COMBINED EFFECTS OF SPACEFLIGHT RADIATION AND MICROGRAVITY ON BIOLOGIC SYSTEMS AND FUNCTIONAL OUTCOMES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,1/1/2021,2021,Both microgravity and radiation exposure in the spaceflight environment have been identified as hazards to astronaut health and performance. Substantial study has been focused on understanding the biology and risks associated with prolonged exposure ...,html/json-ld,10.1080/26896583.2021.1885283,
564,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,5/18/2021,2021,Reduced knee weight-bearing from prescription or sedentary lifestyles are associated with cartilage degradation; effects on the meniscus are unclear. Rodents exposed to spaceflight or hind limb unloading (HLU) represent unique opportunities to ...,html/json-ld,10.1038/s41598-021-90010-2,
565,αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,6/2/2022,2022,"Alpha(α)Klotho, a soluble transmembrane protein, facilitates calcium-phosphorus homeostasis through feedback between bone and kidney and is a potential systemic biomarker for bone-kidney health during spaceflight. We determined if: (1) plasma ...",html/json-ld,10.1038/s41526-022-00203-w,
566,Prolonged Exposure to Particulate Chromate Inhibits RAD51 Nuclear Import Mediator Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,5/26/2017,2017,Particulate hexavalent chromium (Cr(VI)) is a human lung carcinogen and a human health concern. The induction of structural chromosome instability is considered to be a driving mechanism of Cr(VI)-induced carcinogenesis. Homologous recombination ...,html/json-ld,10.1016/j.taap.2017.05.030,
567,"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,5/31/2017,2017,"In space, living organisms are exposed to multiple stress factors including microgravity and space radiation. For humans, these harmful environmental factors have been known to cause negative health impacts such as bone loss and immune dysfunction. ...",html/json-ld,10.3390/ijms18061166,
568,Interplay of space radiation and microgravity in DNA damage and DNA damage response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,5/10/2017,2017,"In space, multiple unique environmental factors, particularly microgravity and space radiation, pose constant threat to the DNA integrity of living organisms. Specifically, space radiation can cause damage to DNA directly, through the interaction of ...",html/json-ld,10.1038/s41526-017-0019-7,
569,"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,11/21/2018,2018,"The implementation of rotating-wall vessels (RWVs) for studying the effect of lack of gravity has attracted attention, especially in the fields of stem cells, tissue regeneration, and cancer research. Immune cells incubated in RWVs exhibit several ...",html/json-ld,10.3390/ijms19113689,
570,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,4/19/2017,2017,"Tissue preservation is a minimal requirement for the success of plant RNA and protein expression studies. The standard of snap-freezing in liquid nitrogen is not always practical or possible. RNAlater, a concentrated solution of ammonium and cesium ...",html/json-ld,10.1371/journal.pone.0175943,
571,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,5/27/2020,2020,"Understanding of gravity sensing and response is critical to long-term human habitation in space and can provide new advantages for terrestrial agriculture. To this end, the altered gene expression profile induced by microgravity has been repeatedly ...",html/json-ld,10.1186/s12870-020-02392-6,
572,Microbial applications for sustainable space exploration beyond low Earth orbit,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,6/21/2023,2023,"With the construction of the International Space Station, humans have been continuously living and working in space for 22 years. Microbial studies in space and other extreme environments on Earth have shown the ability for bacteria and fungi to ...",html/json-ld,10.1038/s41526-023-00285-0,
573,Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,3/21/2023,2023,"Finding sustainable approaches to achieve independence from terrestrial resources is of pivotal importance for the future of space exploration. This is relevant not only to establish viable space exploration beyond low Earth–orbit, but also for ...",html/json-ld,10.1038/s41467-023-37070-2,
574,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,9/6/2021,2021,"While sequencing technologies have revolutionized our knowledge of microbial diversity, little is known about the dynamic emergent phenotypes that arise within the context of mixed-species populations, which are not fully predicted using sequencing ...",html/json-ld,10.1038/s41522-021-00240-5,
575,Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,2/18/2023,2023,Space exploration and extraterrestrial civilization have fascinated humankind since the earliest days of human history. It was only in the last century that humankind finally began taking significant steps towards these goals by sending astronauts ...,html/json-ld,10.3390/life13020576,
576,"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,12/1/2023,2023,"Sphingomonadaceae are common membrane colonizers and biofilm formers. As part of our studies on long-term genetic changes in drinking water biofilm species, we report the draft genome sequence of Sphingomonas strain Sph5, isolated from a tap water ...",html/json-ld,10.1128/MRA.00345-23,
577,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,7/6/2014,2014,"In P. aeruginosa, alginate overproduction, also known as mucoidy, is negatively regulated by the transmembrane protein MucA, which sequesters the alternative sigma factor AlgU. MucA is degraded via a proteolysis pathway that frees AlgU from ...",html/json-ld,10.1111/mmi.12665,
578,Burn Injury-Associated MHCII+ Immune Cell Accumulation Around Lymphatic Vessels of the Mesentery and Increased Lymphatic Endothelial Permeability Are Blocked by Doxycycline Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,2/1/2018,2018,"It is theorized that toxic agents are transported from the hyperpermeable gut of burn victims through the lymph, to the systemic circulation, causing global injury. We believe that immune cells respond to leakage of “toxic lymph” following trauma ...",html/json-ld,10.1089/lrb.2017.0032,
579,Future space experiment platforms for astrobiology and astrochemistry research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,6/12/2023,2023,Space experiments are a technically challenging but a scientifically important part of astrobiology and astrochemistry research. The International Space Station (ISS) is an excellent example of a highly successful and long-lasting research platform ...,html/json-ld,10.1038/s41526-023-00292-1,
580,The smallest space miners: principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,1/6/2022,2022,"As we aim to expand human presence in space, we need to find viable approaches to achieve independence from terrestrial resources. Space biomining of the Moon, Mars and asteroids has been indicated as one of the promising approaches to achieve ...",html/json-ld,10.1007/s00792-021-01253-w,
581,The smallest space miners: principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,1/6/2022,2022,"As we aim to expand human presence in space, we need to find viable approaches to achieve independence from terrestrial resources. Space biomining of the Moon, Mars and asteroids has been indicated as one of the promising approaches to achieve ...",html/json-ld,10.1007/s00792-021-01253-w,
582,"Simulated Micro-, Lunar, and Martian Gravities on Earth—Effects on Escherichia coli Growth, Phenotype, and Sensitivity to Antibiotics",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,9/8/2022,2022,"Bacterial behavior has been studied under microgravity conditions, but very little is known about it under lunar and Martian gravitational regimes. An Earth-based approach was designed and implemented using inclined clinostats and an ...",html/json-ld,10.3390/life12091399,
583,Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,8/16/2023,2023,"The undesirable, yet inevitable, presence of bacterial biofilms in spacecraft poses a risk to the proper functioning of systems and to astronauts’ health. To mitigate the risks that arise from them, it is important to understand biofilms’ behavior ...",html/json-ld,10.1038/s41526-023-00316-w,
584,Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,5/25/2020,2020,A biological life support system for spaceflight would capture carbon dioxide waste produced by living and working in space to generate useful organic compounds. Photosynthesis is the primary mechanism to fix carbon into organic molecules. ...,html/json-ld,10.3389/fpls.2020.00631,
585,Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,10/9/2021,2021,"The establishment of steady-state continuous crop production during long-term deep space missions is critical for providing consistent nutritional and psychological benefits for the crew, potentially improving their health and performance. Three ...",html/json-ld,10.3390/life11101060,
586,Response of Arabidopsis thaliana and Mizuna Mustard Seeds to Simulated Space Radiation Exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,1/19/2022,2022,"One of the major concerns for long-term exploration missions beyond the Earth’s magnetosphere is consequences from exposures to solar particle event (SPE) protons and galactic cosmic rays (GCR). For long-term crewed Lunar and Mars explorations, the ...",html/json-ld,10.3390/life12020144,
587,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,8/17/2023,2023,,html/json-ld,10.3389/fpls.2023.1267183,
588,Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,4/16/2025,2025,"We investigate the bioremediation potential of the microbiome of the Gowanus Canal, a contaminated waterway in Brooklyn, NY, USA, designated a Superfund site by the US Environmental Protection Agency due to high concentrations of contaminants, ...",html/json-ld,10.1093/jambio/lxaf076,
589,"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,4/4/2025,2025,"Over the past 30 years, organs-on-a-chip (OOCs) have emerged as a robust alternative to address the technological challenges associated with current in vitro and in vivo options. Although OOCs offer improved bio-relevance and controlled complexity, ...",html/json-ld,10.1039/d4lc01090f,
590,37-Day microgravity exposure in 16-Week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,3/26/2025,2025,"Exposure to weightlessness in microgravity and elevated space radiation are associated with rapid bone loss in mammals, but questions remain about their mechanisms of action and relative importance. In this study, we tested the hypothesis that bone ...",html/json-ld,10.1371/journal.pone.0317307,
591,Effects of Space Flight on Inflammasome Activation in the Brain of Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,3/12/2025,2025,"Space flight exposes astronauts to stressors that alter the immune response, rendering them vulnerable to infections and diseases. In this study, we aimed to determine the levels of inflammasome activation in the brains of mice that were housed in ...",html/json-ld,10.3390/cells14060417,
592,Immunization induces inflammation in the mouse heart during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,3/10/2025,2025,"Space travel is a growing area of interest and includes initiatives such as NASA’s Moon-to-Mars Mission. Reports on the cardiovascular effects of space travel reveal changes in morphology, metabolism, and function of the cardiovascular system. In ...",html/json-ld,10.1186/s12864-025-11426-y,
593,Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,1/18/2025,2025,"Spaceflight has several detrimental effects on human and rodent health. For example, liver dysfunction is a common phenotype observed in space-flown rodents, and this dysfunction is partially reflected in transcriptomic changes. Studies linking ...",html/json-ld,10.1038/s41598-024-81394-y,
